Unnamed: 0,Title,Cleaned_Ingredients
6865,Brown Chicken Stock,5 pound s uncooked; 1 large onion; 2 carrots
6867,Tender Chanterelle Salad,2 tablespoons chopped flat-leaf parsley; 1 small shallot; 1 small garlic clove; Fresh lemon juice
6868,Swedish Meatballs,1 cup onion; 2 thick slices bacon; 1 pound ground beef; 3/4 pound ground pork
6869,Sausage Gravy,1/2 pound breakfast sausage
6870,Shortbread Cookies,
6871,Late-Summer-Greens Sauté,1 cup thinly  shallots; 2 garlic cloves; 1 3/4 pounds assorted greens
6872,Thai Ginger Chicken Salad,1/2 cup fresh lime juice; 2 teaspoons plus 1 tablespoon chopped peeled fresh ginger; 1/2 garlic clove; 1 pound skinless
6873,Sweet Potato-Pork Belly Hash,1 pound fresh; 1 large sprig thyme; 4 garlic cloves; 2 pounds red-skinned sweet potatoes
6874,Pots de Crème with Riesling-Poached Grapes,4 cup s black seedless grapes or red seedless grapes
6875,Lemon-Ricotta Pancakes,2 tablespoons fresh lemon juice; 2 tablespoons finely  lemon zest
6876,"Cumin Seed Roasted Cauliflower with Salted Yogurt, Mint, and Pomegranate Seeds",1 l arge head cauliflower; Chopped fresh mint leaves; Pomegranate seeds
6877,Fricassee of Chanterelles,1 small yellow onion; 3 garlic cloves; 1 teaspoon fresh oregano plus more for garnish; Fresh lemon juice
6878,Shrimp & Grits,1 jalapeño
6879,Skillet-Roasted Chicken with Farro and Herb Pistou,3 tablespoons chopped fresh chives; 2 tablespoons chopped fresh thyme; 1 tablespoon chopped fresh chervil; 1 tablespoon chopped flat-leaf parsley; 1 tablespoon chopped fresh tarragon; 2 garlic cloves; 1 teaspoon finely  lemon zest; 1 2 1/2-3-pound chicken
6880,Porchetta,1 5-6-pound piece fresh pork belly; 1  2-3-pound boneless; 3 tablespoons fennel seeds; 2 tablespoons  fresh sage; 1 tablespoon  fresh rosemary; 3 garlic cloves; 1/2 orange
6881,Summer Berry Pudding,1 vanilla bean
6882,D.I.Y. Ricotta,2-3 tablespoons lemon juice
6883,Fig and Thyme Jam,1 teaspoon finely  orange zest; 2 sprigs thyme; 1 pound fresh figs
6884,Creamy Rice Grits with Tomato Relish,2 cup s chopped fresh tomatoes; 1 small shallot; 3 tablespoons fresh lemon juice
6885,Roast Chicken with Herb-and-Garlic Pan Drippings,2 3 1/2-pound chickens
6886,Greens of the Wilderness Salad,Sprightly Lemon Vinaigrette
6887,Wild Blueberry Steamed Pudding,Finely  zest of 1 lemon
6888,Pine-Smoked & Maple-Glazed Wild Salmon,Four 6-ounce salmon fillets
6889,Brown Bag Chicken,One 3- to 3 1/2-pound chicken; 1 onion; 4 sprigs fresh rosemary
6890,Carolina Rice Pudding Brûlée,1 vanilla bean
6891,Purple Rice Pudding with Rose Water Dates,1/4 cup pitted dates; 2 dates; 1 teaspoon finely  lemon zest
6892,Curried Plum and Green Bean Stir-Fry,4 scallions; 1 small hot red chile; 1 tablespoon chopped ginger; 4 cups trimmed; 3 plums
6893,"Spelt Crust Pizza with Fennel, Prosciutto, and Apples",4 or 5 green onions; 1 Granny Smith apple
6894,Cherry Chipotle Chili,1/2 pound lean ground turkey; 2 medium carrots; 1 medium yellow onion; 1 tablespoon chopped garlic; 1 can   tomatoes; 1 can  white beans; Chopped fresh cilantro
6895,Amaranth-Walnut Cookies with Brandy,
6896,Fish Tacos with Strawberry Salsa,1 pound halibut fillets or steaks; 8 small  corn tortillas; 2 pints strawberries; 1 small green jalapeño chile; 3 tablespoon chopped fresh chives; 1 tablespoon fresh lemon juice; 2 cups chopped napa cabbage
6897,Shrimp and Watermelon Skillet,12 ounce s medium shrimp; 1/2 cup  shallots; 4 cups cubed  seedless watermelon; 1 large cucumber; 2 tablespoons chopped fresh dill; 2 tablespoons chopped fresh mint; 2 limes
6898,Greek Millet Saganaki with Shrimp and Ouzo,1 bay leaf; 1 cup  yellow onion; 1 clove garlic; 2 tablespoons tomato paste; 1  can whole tomatoes; 1/4 cup chopped fresh flat-leaf parsley
6899,Pasta with Sausage and Red Grapes,6 ounce s mild Italian sausage; 1 small red onion; 2 cloves garlic; 2 cups seedless red grapes; 1/4 cup chopped fresh parsley
6900,Dilly Bean Potato Salad,2 shallots
6901,Roasted Cucumber Sandwiches,2 1/2 pound s Japanese
6902,Spicy Seattle Tuna Rolls,4 G reen Thai chiles
6903,Avocado Smoothie,1 ripe avocado; 1 1/2 tablespoons fresh lime juice; 1 tablespoon fresh basil; Basil; Ingredient info: To ripen avocados more quickly; place them in a sealed paper bag with an apple or a banana for 24 hours.
6904,Roast Chicken with Hot-Sauce Butter,3 ounce s orange Scotch bonnet or habanero chiles; 4 1x3 inch strips orange zest; 1 garlic clove; 1 3-pound chicken
6905,Cool Melon Soup,2 very ripe 3-pound melons; 1 medium white onion
6906,Tomato Jam,4 pound s plum tomatoes
6907,Marshmallow Creme-Hot Fudge Sundaes,12 ounce s semisweet chocolate
6908,Pickled Peppers,4 cup s assorted chiles; 3 garlic cloves; 2 tablespoons coriander seeds
6909,Pickled Beets with Star Anise,
6910,Sidewalker,1 1/4 cup s Applejack; 1 1/4 cups fresh lemon juice; 8 lemon wedges
6911,Chile-Thyme Spice Mix,4 teaspoons finely  lemon zest; 4 teaspoons fresh thyme leaves
6912,Grilled Rosemary Chicken,2  chickens
6913,One Pot Clam Bake,2 1/2 pound s small new potatoes; 8 live lobsters; 8 ears of corn
6914,Pickled Baby Squash,1 pound baby squash or zucchini; 6 sprigs fresh dill; 6 garlic cloves
6915,Watermelon Sugar Cocktail,"1 jalapeño; 2 cups 3/4"" cubes seedless watermelon; 6 tablespoons fresh lime juice"
6916,Tomato Terrine,2 carrots; 1 leek; 1 celery stalk; 1 shallot; 1 garlic clove; 10 flat-leaf parsley sprigs; 6 pounds large firm ripe tomatoes; 1/4 cup thinly  chives plus more
6917,Cauliflower ChowChow,"4 cup s 1/2"" cauliflower florets; 2/3 cup  onion; 1 1/4 teaspoons  celery seeds"
6918,Skillet Peach Cobbler,2 pound s peeled
6919,"Beet, Carrot, and Apple Juice with Ginger",1 pound carrots
6920,Tomato-Water Bloody Mary,4 pound s tomatoes; 1/2 pound Persian or English hothouse cucumbers; 1 celery stalk; 2 tablespoons prepared white horseradish; Lemon slices; Cucumber spears
6921,Roasted Corn with Manchego & Lime,6 ears of sweet yellow corn; 1 jalapeño
6922,Grilled Mahi-Mahi Tacos,5 plum tomatoes
6923,Dilly Beans,2 pound s small
6924,Cucumber-Aloe Cocktail,"8 1/4""-thick slices cucumber; from the perilla plant"
6925,"Rosé, Bourbon, and Blue",3/4 cup fresh lemon juice; 8 lemon slices
6926,Ruben's Cooler No. 2,2 cup s thinly  unpeeled cucumber; 1 cup fresh lemon juice
6927,Endive & Snap Pea Salad with Parmesan Dressing,1 tablespoon fresh lime juice; 8 red Belgian endive or small Treviso radicchio spears; 8 yellow Belgian endive spears; 2 tablespoons chopped flat-leaf parsley; 2 tablespoons thinly  chives; 2 tablespoons chopped chervil; 2 tablespoons chopped tarragon
6928,Apricot Compote,1 pound firm ripe apricots
6929,Baltimore Crab Cakes,2 scallions; 2 teaspoons fresh lemon juice plus wedges for garnish; 1/2 jalapeño
6930,Bagels,
6931,Avocado Salad with Peaches,1/2 vanilla bean; 2 almost-ripe avocados; 8 cups arugula or sorrel; 2 peaches
6932,Lord Grey's Peach Preserves,5 pound s ripe peaches; 2 tablespoons fresh lemon juice
6933,Sluggers' Strawberry Slushies,1 tablespoon fresh lemon juice
6934,Grilled Panzanella,1 1/2 cup s small to medium fresh basil leaves; 1 large shallot; 1 small Fresno chile or red jalapeño
6935,Zucchini Dill Pickles,2 pound s small zucchini; 12 fresh dill sprigs; 1 teaspoon coriander seeds; 1 teaspoon dill seeds; 4 garlic cloves; 4 red jalapeños or Fresno chiles
6936,Raspberry Vinegar,
6937,Scallop Crudo,1/4 cup fresh orange juice; 3 tablespoons fresh lemon juice; 1 tablespoon finely  peeled fresh ginger; 1/2 pound large sea scallops
6938,Tomato and Crab Soup,5 scallions; 1 1/2 stalks lemongrass
6939,"Grilled Ham, Cheese and Pickle Sandwiches",
6940,San Francisco Garlic Fries,2 1/4 pound s russet potatoes; 4 garlic cloves; 2 tablespoons chopped flat-leaf parsley
6941,Garden Beignets,1 medium white onion
6942,Salmorejo,3 pound s ripe halved tomatoes; 4 smashed garlic cloves; Serrano ham or prosciutto
6943,Raspberry Shrub,1 l emon slice or mint sprig
6944,Avocado and Crab Soup,1/2 cup lump crabmeat; 1 celery stalk; 1/2 tablespoon chervil; 1 teaspoon finely  lemon zest; 2 avocados; 1 tablespoon fresh lime juice
6945,Tomato and Cheddar Pie,2 pound s large ripe tomatoes; 1 scallion
6946,Lemon Balm Honeysuckle,2 cup s lemon vodka or white rum; 3/4 cup fresh lemon juice; 1 cup  fresh lemon balm leaves or mint leaves; 8 lemon slices
6947,Ceviche Verde,1 pound fresh Pacific halibut or other firm-fleshed fish; 3 tablespoons fresh lime juice; 2 ripe avocados; 1/4 cup onion; 1/4 cup fresh cilantro leaves; 1 jalapeño
6948,Balsamic-Strawberry Pops,
6949,Prosecco-Rose Petal Pops,1 cup white grape juice; 1 1/2 teaspoons freshly squeezed lemon juice
6950,Raspberry-Vanilla Parfait Pops,
6951,Scarborough Fair Tofu Burger,1 tablespoon  dried parsley; 1 tablespoon  dried sage; 1 tablespoon  dried rosemary; 1 tablespoon  dried thyme; 2 tablespoons   garlic
6952,Goat Cheese Ice Cream with Roasted Red Cherries,
6953,Strawberry Pineapple Soda,1 pint fresh strawberries; 1 cup unsweetened pineapple juice
6954,Tabbouleh Burger,3 cup s   fresh parsley; 1 large cucumber; 1 cup   tomatoes; 1⁄4 cup   mint leaves; 3 tablespoons   garlic; 3 tablespoons  lemon juice
6955,Edamame Burger,1 can  chickpeas; 8 ounces   mushrooms; 4 cloves garlic
6956,The Trifecta Burger,
6957,Vegan Mayonnaise,1 tablespoon  lemon juice
6958,Cumin-Crusted Chicken Thighs with Grilled Tomatillo Salsa,8 bone-in; 1 jalapeño chile; 1/4 cup  fresh lime juice; 1/2 cup  chopped fresh cilantro
6959,Patty Melts with Charred Onions,1 lb ground sirloin; 2 sweet onions
6960,Tri-Tip with Chipotle Rub,2 - 2 1/2 pound tri-tip steak
6961,Spicy Grapefruit Margarita,6 cup s fresh pink grapefruit juice
6962,Pickled Radishes,10 red radishes
6963,Zucchini Cornbread,1 l arge zucchini
6964,Grilled Fish with Tangerine and Marjoram,2 1-1 1/4-pound whole porgy
6965,Stone Fruit Slaw,1 tablespoon  peeled fresh ginger; 1 1/2 pound assorted firm stone fruit; 2 scallions
6966,Sugar Snap Salad,1 tablespoon  fresh lemon juice; 1 bunch radishes
6967,Mojo Marinade,1 1/2 cup s fresh orange juice; 1/2 cup fresh lemon juice; 1/2 cup fresh lime juice; 1/2 cup fresh oregano; 10 garlic cloves; 3 jalapeños
6968,Chicken Breasts with Tomato-Herb Pan Sauce,1 g arlic clove; 1 1/2 teaspoons chopped fresh marjoram or oregano; 2 skinless; 2 cups mixed cherry tomatoes; 1 tablespoon chopped fresh flat-leaf parsley
6969,Summer Tomato Bouillabaisse with Basil Rouille,4 g arlic cloves; 1/2 cup  fresh basil leaves; 1 tablespoon fresh lemon juice; 4 cups  cherry tomatoes; 1 small fennel bulb
6970,Grilled Watermelon Salad,"1 l arge fresh basil sprig; 3 1/2""-thick slices seedless watermelon"
6971,Cherry Hand Pies,
6972,Agave-Glazed Pork Belly with Grilled Pineapple,1 4-pound pork belly; 6 poblano chiles
6973,Pork Tonkatsu with Watermelon-Tomato Salad,"2 cup s 1/2"" cubes watermelon; 2 cups cherry tomatoes; 2 cups  baby arugula; 1/4 cup fresh flat-leaf parsley leaves; 1 tablespoons fresh lemon juice plus; 4 lemon wedges; 4 4-ounce boneless center-cut pork chops"
6974,Mascerated Berries with Vanilla Cream,1/4 cup fresh orange juice
6975,"Grilled Octopus with Kale, Tomatoes, and Beans",1 small octopus; 2 heads of elephant garlic
6976,Salt-and-Pepper Rib Eye,"1 1 1/2""-2"" bone-in rib eye"
6977,Tuscan Kale Caesar Slaw,1/4 cup fresh lemon juice; 1 garlic clove; 14 ounces Tuscan kale or other kale
6978,Fruit Smoothie,2 peaches
6979,Jerk Marinade,1/4 cup fresh lime juice; 4 scallions; 4 Scotch bonnet or habanero chiles
6980,Kalbi,2 pound s of cross-cut short ribs; Scallions
6981,"Sweet, Salty, and Sour Marinade",1/2 cup fresh lime juice; 1/2 cup coarsely chopped fresh cilantro; 2 tablespoons chopped peeled fresh ginger; 3 tablespoons  lemongrass
6982,Korean BBQ Marinade,1 tablepsoon  garlic; 1 teaspoon  peeled fresh ginger; 1/2 cup chopped scallions
6983,Mixed Berry Cobbler,
6984,Blackberry Buttermilk Cake,1 1/2 teaspoons finely  orange zest
6985,Grilled Halloumi with Watermelon and Basil-Mint Oil,1/2 cup coarsely chopped fresh basil; 3 tablespoons coarsely chopped fresh mint plus thinly  mint for garnish; 1 garlic clove; 3/4 pound cherry tomatoes on the vine; 6 small triangles thinly  watermelon
6986,Lemon-Lime Basil Shortbread Cookies,2 tablespoons  fresh basil leaves; 1 teaspoon finely  lemon zest; 1 tablespoon fresh lemon juice; 1/2 teaspoon finely  lime zest
6987,Fingerling Potato Salad,3 1/2 pound s fingerling potatoes
6988,Candy-Stripe Beet and Carrot Slaw,1 teaspoon finely  orange zest; 3 tablespoons fresh orange juice; 1 tablespoon fresh lemon juice; 1 tablespoon  fresh dill; 1 medium carrot
6989,Blue Cheese Dip,1 g arlic clove; 1 teaspoon  fresh thyme; Assorted fresh vegetables for dipping (such as baby carrots; green beans
6990,"Celery, Apple, and Fennel Slaw",1 1/2 tablespoons coarsely chopped fresh tarragon; 2 teaspoons fresh lemon juice; 3 celery stalks
6991,Flank Steak with Bloody Mary Tomato Salad,2 1 1/2 pound s flank steaks; 1 cup  red onion; 2 pound cherry or grape tomatoes; 1 cup chopped celery hearts; 1/2 cup chopped brined green olives plus 2 tablespoons olive brine; 2 tablespoons prepared horseradish; 1/2 teaspoon celery seeds
6992,Anchovy Butter,4  garlic cloves; 1/2 teaspoon fresh lemon juice
6993,Fried Zucchini Blossoms,"Zucchini blossoms; ""**Ingredient info:**Zucchini blossoms are sold at farmers markets"
6994,Skirt Steak with Chimichurri Sauce,1 1 1/2-pound skirt steak
6995,Arugula and Roasted Pear Salad,4 firm
6996,"Carrot, Cilantro, and Chile Slaw",12 ounce s carrots
6997,Blueberry Crumble Pie,1 teaspoon finely  lemon zest plus 2 tablespoons fresh lemon juice; pie weights or dried beans to bake the crust.
6998,Classic Coleslaw Dressing,1/4 cup onion; 3 tablespoons  dill pickle; 1 tablespoon prepared white horseradish; 1/2 teaspoon celery seeds
6999,Yogurt-Marinated Grilled Chicken,"8 skinless; 1 cup coarsely chopped fresh cilantro leaves and stems; 1/2 large onion; 6 garlic cloves; 1 tablespoon fresh lime juice; 1 2"" piece fresh ginger"
7000,Grilled Lobster Paella,6 stalks green garlic
7001,Prosecco-Raspberry Gelée,2 tablespoons fresh lemon juice; 3/4 teaspoon orange-flower water; Ingredient info: Orange-flower water
7002,D.I.Y. Steak Sauce,1 head garlic; 1/2 small onion
7003,Chimichurri Marinade,3-4 g arlic cloves; 1 shallot; 1 Fresno chile or red jalapeño; 2 cups  fresh cilantro; 1 cup  fresh flat-leaf parsley; 1/3 cup  fresh oregano
7004,French Toast BLT with Roasted Garlic Vinaigrette,12 thick slices smoked bacon; 12 slices ripe tomatoes; 6 cups arugula; Roasted-Garlic Vinaigrette
7005,"Honeydew, Cantaloupe and Prosciutto Salad",Zest and juice of 1 lemon; 1/2 ripe cantaloupe; 1/4 cup fresh basil
7006,Chicken and Cheese Sliders,1/2 medium red onion; 2 cloves garlic; 1 bone-in skinless chicken breast; 8 cherry tomatoes; 2 cups sprouts
7007,Mini Chocolate Cakewiches,
7008,Eggplant Fritters with Honey,2 eggplants
7009,Qatayef,1 cup chopped walnuts; 1 tablespoon orange-blossom water; 2 tablespoons orange-blossom water
7010,"Glorious Red, White, and Blue Cake",1 tablespoon  lemon zest; 2 1/2 tablespoons fresh lemon juice
7011,Seafood Paella,1 l arge onion; 2 garlic cloves; 2 tomatoes; 4 cleaned small squid
7012,Almond Cake,Grated zest of 1 orange; Grated zest of 1 lemon
7013,Cinnamon-Scented Breakfast Quinoa,Broken or chopped walnuts
7014,Jalebi,1 teaspoon lemon juice
7015,Peanut Butter Banana Ice Cream,2 ripe bananas
7016,Tin Roof Ice Cream,1/2 vanilla bean; 3/4 cup Chocolate-Covered Peanuts
7017,Chocolate Malted Ice Cream,
7018,Marshmallow Sauce,
7019,Tandoori Pork on the Outdoor Grill,14-ounce pork loin or tenderloin; 1 small cucumber; 2 x 4-inch pieces of fresh ginger; 12 garlic cloves; 1 tablespoon ground coriander; 5 tablespoons lemon juice
7020,Pete's Burger,1 onion; 4 slices of uncooked bacon; 4 hamburger buns with sesame seeds; 8 slices vine-ripened tomato; 8 slices cornichons; 8 large arugula leaves; 2 garlic cloves; 2 tablespoons chopped fresh Italian parsley; pinch of dried oregano; 1/4 cup finely  onion
7021,Crab & Sweet Corn Cakes,8 ounce s cooked crabmeat; 2 green onions; 1 red serrano chile; 1 tablespoon roughly chopped fresh cilantro leaves; 1/2 cup canned corn kernels; lime wedges
7022,Macadamia Fudge Squares,4 ounce s unsweetened chocolate
7023,Plain Cake Donut,1/2 cup potato starch
7024,Raspberry Corn Muffins,
7025,Caramel Sauce,
7026,Triple Smoke Burger,8 bacon slices; 1 1/2 pounds ground beef chuck; 1 large red onion
7027,Chicken With Olive Tapenade,1 bottle  marinated artichokes
7028,Cornflake Crusted Banana Stuffed French Toast,1/4 cup mashed banana
7029,Tilapia Piccata with Snap Peas,4 U.S.-farmed tilapia fillets; 1/2 cup fresh lemon juice; 12 ounces snap peas; 1 pound red potatoes; 1 lemon
7030,Polenta Stack With Navy Bean Salad,2 cans  navy beans; 1 pound plum tomatoes; 1/2 cup basil
7031,Shrimp With Avocado-Mango Salsa,8 cup s baby spinach; 1 pound medium shrimp; 1/2 cup chopped fresh cilantro; 1 large mango; 1 medium avocado; 1 medium tomato; 1/4 cup chopped red onion; 1/2 jalapeño chile; 1 tablespoon fresh lime juice
7032,Beef Negimaki With Broccolini and Rice,8 scallions; 1 1/2 cups shredded carrots; 1 pound Broccolini
7033,Mocha-Fudge Cake,
7034,Green Chile-Pork Pozole,1/2 cup onion; 1/4 cup  celery; 2 tablespoons chopped fresh cilantro; 2 1/2 teaspoons chopped garlic; 1/2 pound lean
7035,Shrimp Bisque,1 1/2 pound medium shrimp
7036,Roast Sirloin of Beef,"1 2-pound 3""-4""-thick top sirloin or strip loin roast"
7037,"Grilled Corn, Crema Mexicana & Cilantro Crostini",2 ears corn; 1/2 garlic clove; Lime wedge; Cilantro leaves
7038,"Peach, Prosciutto & Ricotta Crostini",1 ripe peach
7039,Grilled Branzino with Ladolemono,1/2 cup Ladolemono; 1 tablespoon dried oregano
7040,"Pickled Fig, Robiola, & Pistachio Oil Crostini",6 dried figs
7041,"Tomato, Mozzarella & Thai Basil Crostini",1/2 g arlic clove; 2 cups  halved cherry or grape tomatoes; 1 small shallot; Thai basil leaves
7042,"Smoked Trout, Crème Fraîche & Pickled Onion",1/4 cup thinly  red onions; 1 teaspoon lemon zest; 12 ounces smoked trout; Chervil or dill
7043,"Peas, Mint & Parmesan Crostini",1/2 g arlic clove; 1 cup fresh or frozen peas; Torn mint
7044,"Crab, Chile & Mint Crostini",8 ounce s cooked jumbo lump crabmeat; 2 tablespoons fresh lime juice; 1 tablepsoon fresh mint; Fresno chile or red jalapeño
7045,Shrimp Po'Boy,1/2 teaspoon dried oregano; 1/2 teaspoon dried thyme; 1 1/2 pounds medium shrimp
7046,Grilled Spot Prawns,2 pound s head- and tail-on Santa Barbara spot prawns or jumbo shrimp; 2 garlic cloves; 2 tablespoons chopped fennel fronds
7047,Salsa Verde,1 g arlic clove; 1 1/2 tablespoons capers; 1 Fresno chile or red jalapeño
7048,Spinach Gunge,2 pound s fresh spinach
7049,Chocolate Ice Cream,7 ounce s dark chocolate
7050,Dry Rub,1 teaspoon celery seeds
7051,Special Sauce,1 tablespoon finely  onion; 1 tablespoon sweet relish or 1 tablespoon dill pickle relish
7052,Shrimp Boil,2 onions; 1 head of garlic; 1 tablespoon coriander seeds; 2 teaspoons dill seeds; 1 lemon; 1 1/2 pounds unpeeled large shrimp
7053,Dijon Vinaigrette,1 tablespoon fresh lemon juice; 1 garlic clove
7054,Roast Bone Marrow With Parsley Salad,"8 3""-4""-long pieces veal marrow bones; 1 cup fresh flat-leaf parsley; 2 small shallots; 1 tablespoon fresh lemon juice"
7055,Espresso Granita,
7056,"Pistachio, Strawberry and Vanilla Semifreddo",1 vanilla bean
